statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
6976,https://modernslaveryregister.gov.au/statements/6976/,2022-01-13 08:17:58,"['BONNEY ENERGY GROUP PTY LTD (24 053 113 992), BONNEY ENERGY VICTORIA PTY LTD (42 155 003 973)']",600-700M,"['Transportation, logistics, and storage']",['Australia']
6977,https://modernslaveryregister.gov.au/statements/6977/,2022-01-13 08:09:26,"['AURECON AUSTRALASIA PTY LTD (54 005 139 873), AURECON GROUP PTY LTD (12 133 838 187), AURECON LTD (83 156 139 847)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
6978,https://modernslaveryregister.gov.au/statements/6978/,2022-01-13 09:44:06,['SLATER & GORDON LTD (93 097 297 400)'],200-250M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
6981,https://modernslaveryregister.gov.au/statements/6981/,2022-01-13 09:46:46,['The Trustee for Health Employees Superannuation Trust Australia (HESTA) (64 971 749 321)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
6982,https://modernslaveryregister.gov.au/statements/6982/,2022-01-13 08:10:24,['AUSTRALIAN BROADCASTING CORPORATION (52 429 278 345)'],1BN+,"['Media, publishing, arts and entertainment']",['Australia']
6983,https://modernslaveryregister.gov.au/statements/6983/,2022-01-13 09:38:45,"['PRICEWATERHOUSECOOPERS (52 780 433 757), PRICEWATERHOUSECOOPERS ASEANZ CONSULTING PTY LIMITED (77 606 603 436), PRICEWATERHOUSECOOPERS CONSULTING (AUSTRALIA) PTY LIMITED (20 607 773 295), PRICEWATERHOUSECOOPERS SECURITIES LTD (54 003 311 617), The Trustee for THE PRICEWATERHOUSECOOPERS SERVICES TRUST (52 864 604 756)']",1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
6984,https://modernslaveryregister.gov.au/statements/6984/,2022-01-13 09:39:38,"['QUEENSLAND RAIL (68 598 268 528), QUEENSLAND RAIL LIMITED (71 132 181 090)']",300-350M,"['Transportation, logistics, and storage']",['Australia']
6986,https://modernslaveryregister.gov.au/statements/6986/,2022-01-13 09:38:08,"['ACTION LOGISTICS (WA) PTY LTD (74 009 151 008), BRING TRANSPORT INDUSTRIES PTY LTD (73 008 767 155), CTI COURIERS PTY LTD (17 051 430 338), CTI FREIGHTLINES PTY LTD (22 009 291 310), CTI FREIGHT MANAGEMENT PTY LTD (34 009 391 431), CTI FREIGHT SYSTEMS PTY LTD (66 009 472 628), CTI LOGISTICS LIMITED (69 008 778 925), CTI LOGISTICS (NSW) PTY LTD (82 153 063 382), CTI LOGISTICS (VIC) PTY LTD (26 063 795 568), CTI NATIONWIDE LOGISTICS PTY LTD (86 009 265 347), CTI RECORDS MANAGEMENT PTY LTD (71 083 767 999), CTI SECURITY SERVICES PTY LTD (83 009 236 104), CTI SECURITY SYSTEMS PTY LTD (72 009 302 032), CTI TAXI TRUCKS PTY LTD (82 008 777 731), CTI TRANSPORT SERVICES PTY LTD (44 009 238 439), CTI TRANSPORT SYSTEMS PTY LTD (76 009 139 315), CTI XPRESS SYSTEMS PTY LTD (45 067 742 714), FOXLINE LOGISTICS PTY LTD (96 086 449 952), G.M. KANE & SONS PTY LTD (17 000 408 800), MERCURY MESSENGERS PTY LTD (21 008 779 093)']",350-400M,"['Transportation, logistics, and storage\nOther']",['Australia']
6987,https://modernslaveryregister.gov.au/statements/6987/,2022-01-13 09:54:33,['WOODS BAGOT HOLDINGS PTY. LTD. (63 008 210 106)'],150-200M,"['Professional and administrative services and supplies, including legal, consulting and accounting services\nOther']",['Australia']
6988,https://modernslaveryregister.gov.au/statements/6988/,2022-01-13 09:42:21,['ROY HILL HOLDINGS PTY LTD (71 123 721 077)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
6989,https://modernslaveryregister.gov.au/statements/6989/,2022-01-13 09:31:55,"['N.J ABRAHAMS & Others (32 720 868 049), NORTON ROSE FULBRIGHT AUSTRALIA SERVICES PTY LTD (51 091 227 486)']",350-400M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
6997,https://modernslaveryregister.gov.au/statements/6997/,2022-01-13 09:40:40,"['RELIANCE WORLDWIDE CORPORATION (AUST.) PTY. LTD. (71 004 784 301), RELIANCE WORLDWIDE CORPORATION LIMITED (46 610 855 877)']",1BN+,['Other'],"['Australia, United States of America']"
7001,https://modernslaveryregister.gov.au/statements/7001/,2022-01-13 09:39:49,['R F INDUSTRIES PTY LTD (11 001 695 512)'],250-300M,"['Construction, civil engineering and building products']",['Australia']
7002,https://modernslaveryregister.gov.au/statements/7002/,2022-01-13 09:48:48,['KNAUF GYPSUM PTY LTD (84 004 231 976)'],450-500M,"['Construction, civil engineering and building products']",['Australia']
7003,https://modernslaveryregister.gov.au/statements/7003/,2022-01-13 09:38:33,"['PRECISION ADMINISTRATION SERVICES PTY LTD (47 098 977 667), SUNSUPER FINANCIAL SERVICES PTY LTD (50 087 154 818), SUNSUPER PTY. LTD. (88 010 720 840), The Trustee for Sunsuper Infrastructure Trust 3 (60 798 062 849), THE TRUSTEE FOR SUNSUPER POOLED SUPERANNUATION TRUST (14 732 571 880), THE TRUSTEE FOR SUNSUPER SUPERANNUATION FUND (98 503 137 921)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
7004,https://modernslaveryregister.gov.au/statements/7004/,2022-01-13 09:33:42,['Newcastle Coal Infrastructure Group Pty Ltd (35 111 228 221)'],400-450M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7005,https://modernslaveryregister.gov.au/statements/7005/,2022-01-13 09:41:28,['Energy Infrastructure Trust (23 779 151 748)'],200-250M,"['Utilities: gas, water and electricity']",['Australia']
7006,https://modernslaveryregister.gov.au/statements/7006/,2022-01-13 09:50:47,['LENDLEASE CORPORATION LIMITED (32 000 226 228)'],1BN+,"['Construction, civil engineering and building products\nFinancial, insurance and real estate activities']",['Australia']
7009,https://modernslaveryregister.gov.au/statements/7009/,2022-01-13 09:34:19,"['NSW BUSINESS CHAMBER LIMITED (63 000 014 504), THE TRUSTEE FOR RECRUITMENT SOLUTIONS GROUP AUSTRALIA TRUST (86 157 291 541)']",400-450M,"['Professional and administrative services and supplies, including legal, consulting and accounting services\nHealthcare and pharmaceuticals\nCharitable / not-for-profit activities\nOther']",['Australia']
7010,https://modernslaveryregister.gov.au/statements/7010/,2022-01-13 09:45:57,"['HASTINGS DEERING (AUSTRALIA) LIMITED (49 054 094 647), Sime Darby Industrial Australia Pty ltd (56 153 652 594)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nAutomotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products\nTransportation, logistics, and storage']",['Australia']
7012,https://modernslaveryregister.gov.au/statements/7012/,2022-01-13 09:39:09,"['GOODSTONE INTERNATIONAL PTY LTD (36 070 661 460), INTEGRATED PACKAGING GROUP PTY LTD (89 132 697 664), PRO-PAC GROUP PTY LIMITED (50 095 393 776), PRO-PAC INDUSTRIAL GROUP PTY LIMITED (32 104 805 361), PRO-PAC PACKAGING (AUST) PTY. LIMITED (12 059 499 660), PRO-PAC PACKAGING LIMITED (36 112 971 874)']",500-600M,"['Forestry, timber products, paper and containers and packaging\nOther']",['Australia']
7014,https://modernslaveryregister.gov.au/statements/7014/,2022-01-13 08:07:21,['AJ LUCAS GROUP LIMITED (12 060 309 104)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7015,https://modernslaveryregister.gov.au/statements/7015/,2022-01-13 09:34:00,['NEWCREST MINING LIMITED (20 005 683 625)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7016,https://modernslaveryregister.gov.au/statements/7016/,2022-01-13 08:09:54,['AUSTIN HEALTH (96 237 388 063)'],1BN+,['Healthcare and pharmaceuticals'],['Australia']
7018,https://modernslaveryregister.gov.au/statements/7018/,2022-01-13 10:53:03,['AFTERPAY LIMITED (30 618 280 649)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7019,https://modernslaveryregister.gov.au/statements/7019/,2022-01-13 09:45:28,['THE HOSPITALS CONTRIBUTION FUND OF AUSTRALIA LTD (68 000 026 746)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7021,https://modernslaveryregister.gov.au/statements/7021/,2022-01-13 08:15:19,['AVJENNINGS LIMITED (44 004 327 771)'],300-350M,"['Financial, insurance and real estate activities\nOther']",['Australia']
7022,https://modernslaveryregister.gov.au/statements/7022/,2022-01-13 11:02:40,['GOLD CORPORATION (98 838 298 431)'],Unknown,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7023,https://modernslaveryregister.gov.au/statements/7023/,2022-01-13 09:28:12,['COLIN JOSS & CO. PTY. LIMITED (73 003 538 583)'],400-450M,"['Construction, civil engineering and building products\nOther']",['Australia']
7024,https://modernslaveryregister.gov.au/statements/7024/,2022-01-13 09:42:05,"['FINCHOICE PTY LTD (97 158 645 624), MORTGAGE CHOICE PTY LIMITED (57 009 161 979)']",200-250M,"['Financial, insurance and real estate activities']",['Australia']
7027,https://modernslaveryregister.gov.au/statements/7027/,2022-01-13 12:14:30,['SITEMINDER LIMITED (59 121 931 744)'],100-150M,['Information technology and telecommunication'],['Australia']
7028,https://modernslaveryregister.gov.au/statements/7028/,2022-01-13 09:28:57,"['COMDAIN CIVIL CONSTRUCTIONS PTY. LTD. (38 092 269 040), Comdain Civil Constructions (QLD) Pty Ltd (32 136 971 741), Comdain Corporate Pty Ltd (48 140 995 946), COMDAIN GAS (AUST) PTY LTD (34 099 283 271), COMDAIN INFRASTRUCTURE PTY LTD (50 092 035 419), COMDAIN SERVICES PTY LTD (44 160 096 079), SERVICE STREAM ENERGY & WATER PTY LTD (11 098 326 179), SERVICE STREAM FIXED COMMUNICATIONS PTY LTD (94 067 943 873), SERVICE STREAM HOLDINGS PTY LTD (58 008 027 978), SERVICE STREAM MOBILE COMMUNICATIONS PTY LTD (74 095 043 057)']",1BN+,"['Utilities: gas, water and electricity\nConstruction, civil engineering and building products\nInformation technology and telecommunication']",['Australia']
7029,https://modernslaveryregister.gov.au/statements/7029/,2022-01-13 09:54:32,['MIRVAC LIMITED (92 003 280 699)'],1BN+,"['Construction, civil engineering and building products\nFinancial, insurance and real estate activities\nOther']",['Australia']
7030,https://modernslaveryregister.gov.au/statements/7030/,2022-01-13 08:27:43,"['CAPITAL INTERNATIONAL, INC. (88 148 215 570)']",600-700M,"['Financial, insurance and real estate activities']",['United States of America']
7031,https://modernslaveryregister.gov.au/statements/7031/,2022-01-13 09:22:40,['CLEARVIEW WEALTH LIMITED (83 106 248 248)'],300-350M,"['Financial, insurance and real estate activities']",['Australia']
7032,https://modernslaveryregister.gov.au/statements/7032/,2022-03-03 09:36:04,"['The Trustee for Leader Auta II Trust (60 834 163 237), The Trustee for Leader Auta I Trust (40 115 425 906)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
7033,https://modernslaveryregister.gov.au/statements/7033/,2022-01-13 08:10:56,['AUSTRALIAN FINANCIAL COMPLAINTS AUTHORITY LIMITED (38 620 494 340)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
7034,https://modernslaveryregister.gov.au/statements/7034/,2022-01-13 08:07:34,['ALLOYS COMPUTER UNIT TRUST (71 534 566 842)'],100-150M,"['Transportation, logistics, and storage\nInformation technology and telecommunication\nOther']",['Australia']
7036,https://modernslaveryregister.gov.au/statements/7036/,2022-01-13 08:16:13,['BEST SUPERANNUATION PTY. LTD. (57 070 732 008)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
7038,https://modernslaveryregister.gov.au/statements/7038/,2022-01-13 12:16:42,['The Trustee for THE MCNAMEE FAMILY TRUST (49 526 310 246)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
7042,https://modernslaveryregister.gov.au/statements/7042/,2022-01-13 12:16:13,['STYLECRAFT AUSTRALIA PTY LTD (59 105 434 026)'],0-99M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
7043,https://modernslaveryregister.gov.au/statements/7043/,2022-01-13 11:02:15,['Fremantle Port Authority'],Unknown,"['Transportation, logistics, and storage']",['Australia']
7045,https://modernslaveryregister.gov.au/statements/7045/,2022-01-13 09:51:42,['V AHUJA & Others (22 041 424 954)'],500-600M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Hong Kong']
7046,https://modernslaveryregister.gov.au/statements/7046/,2022-01-13 09:50:00,['THE WINSON UNIT TRUST (64 895 754 386)'],150-200M,['Other'],['Australia']
7047,https://modernslaveryregister.gov.au/statements/7047/,2022-01-13 07:56:16,['ADELAIDE AIRPORT LIMITED (78 075 176 653)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
7048,https://modernslaveryregister.gov.au/statements/7048/,2022-01-13 10:59:13,['ENVIROPACIFIC SERVICES LIMITED (43 111 372 064)'],150-200M,"['Utilities: gas, water and electricity\nWaste management and recycling\nConstruction, civil engineering and building products\nDefence and aerospace']",['Australia']
7049,https://modernslaveryregister.gov.au/statements/7049/,2022-01-13 10:59:13,['ENVIROPACIFIC SERVICES LIMITED (43 111 372 064)'],150-200M,"['Utilities: gas, water and electricity\nWaste management and recycling\nConstruction, civil engineering and building products\nDefence and aerospace']",['Australia']
7051,https://modernslaveryregister.gov.au/statements/7051/,2022-01-13 07:54:34,"['A2 AUSTRALIAN INVESTMENTS PTY. LIMITED. (93 126 014 275), A2 INFANT NUTRITION AUSTRALIA PTY LTD (27 161 773 913), A2 INFANT NUTRITION LIMITED (81 618 864 958), THE A2 MILK COMPANY (AUSTRALIA) PTY LTD (52 125 331 213), The a2 Milk Company Limited (97 769 415 292)']",1BN+,"['Food and beverages, agriculture and fishing']",['New Zealand']
7054,https://modernslaveryregister.gov.au/statements/7054/,2022-01-14 11:27:24,"['RAC INSURANCE PTY LIMITED (59 094 685 882), RACWA HOLDINGS PTY LTD (60 008 985 877), THE ROYAL AUTOMOBILE CLUB OF WA INC (33 212 133 120)']",1BN+,"['Automotive, machinery and heavy electrical equipment\nConsumer services, including accommodation, hospitality, tourism and leisure\nFinancial, insurance and real estate activities\nEducation and research\nCharitable / not-for-profit activities']",['Australia']
7055,https://modernslaveryregister.gov.au/statements/7055/,2022-01-14 11:36:44,['Hofmann Engineering Pty Ltd (39 114 806 969)'],150-200M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
7057,https://modernslaveryregister.gov.au/statements/7057/,2022-01-14 13:35:28,['HAFELE AUSTRALIA PTY. LTD. (51 006 021 432)'],Unknown,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Germany']
7058,https://modernslaveryregister.gov.au/statements/7058/,2022-01-14 13:40:40,"['TOLRANGA PTY LTD (23 001 777 813), WHITES GROUP PTY LTD (25 001 845 478)']",300-350M,"['Construction, civil engineering and building products']",['Australia']
7063,https://modernslaveryregister.gov.au/statements/7063/,2021-12-22 14:39:24,['F. MAYER (IMPORTS) PTY LTD (51 000 697 889)'],250-300M,"['Food and beverages, agriculture and fishing']",['Australia']
7064,https://modernslaveryregister.gov.au/statements/7064/,2022-01-14 11:28:21,['BSA LIMITED (50 088 412 748)'],400-450M,"['Construction, civil engineering and building products\nInformation technology and telecommunication\nOther']",['Australia']
7066,https://modernslaveryregister.gov.au/statements/7066/,2022-01-14 11:28:21,"['CAPRICORNIA TRAINING COMPANY LIMITED (13 419 019 806), FINDSTAFF PTY LTD (11 073 098 718), GIPPSLAND GROUP TRAINING LIMITED (95 487 784 757), HOSPITALITY TRAINING NETWORK LTD (42 003 692 733), Hume Employment Service Limited (87 109 950 361), INNER NORTHERN GROUP TRAINING LIMITED (85 006 162 152), INSTITUTE OF TRAINING AND FURTHER EDUCATION PTY LTD (35 086 004 097), INTERACT AUSTRALIA (VICTORIA) LIMITED (47 072 232 083), MAS NATIONAL LIMITED (11 131 047 268), MRAEL LIMITED (46 322 942 323), PLUS RECRUITMENT PTY LTD (79 159 257 093), STOCKDALE PERSONNEL PTY LTD (40 098 046 854), WORK & TRAINING LIMITED (34 009 577 806)']",200-250M,['Charitable / not-for-profit activities'],['Australia']
7071,https://modernslaveryregister.gov.au/statements/7071/,2022-01-14 11:31:40,['THE STAR ENTERTAINMENT GROUP LIMITED (85 149 629 023)'],1BN+,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
7073,https://modernslaveryregister.gov.au/statements/7073/,2022-01-14 11:28:21,['CANVA PTY LTD (80 158 929 938)'],500-600M,['Information technology and telecommunication'],['Australia']
7074,https://modernslaveryregister.gov.au/statements/7074/,2022-01-14 11:28:21,"['BINDAREE BEEF PTY. LIMITED (42 056 599 163), BINDAREE FOOD GROUP PTY LTD (40 627 335 684), SANGER AUSTRALIA PTY LTD (25 001 085 687), YOLARNO PTY LTD (95 002 255 183)']",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
7082,https://modernslaveryregister.gov.au/statements/7082/,2022-01-14 11:27:56,['Reliance Rail Pty Limited (18 111 280 427)'],250-300M,"['Transportation, logistics, and storage']",['Australia']
7084,https://modernslaveryregister.gov.au/statements/7084/,2022-01-14 11:22:37,['MOSAIC BRANDS LIMITED (96 003 321 579)'],600-700M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
7085,https://modernslaveryregister.gov.au/statements/7085/,2022-01-14 11:31:05,['THE MIX AUSTRALIA PTY LTD (88 069 944 930)'],100-150M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
7089,https://modernslaveryregister.gov.au/statements/7089/,2022-01-13 12:18:01,['TOGETHR TRUSTEES PTY LTD (64 006 964 049)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7090,https://modernslaveryregister.gov.au/statements/7090/,2022-02-01 08:47:32,"['BRANDO AUS HOLDCO PTY LTD (31 632 004 392), MARLIN BRANDS PTY LTD (53 630 704 004)']",500-600M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
7091,https://modernslaveryregister.gov.au/statements/7091/,2022-01-13 09:50:09,['LEGAL AID QUEENSLAND (69 062 423 924)'],150-200M,"['Professional and administrative services and supplies, including legal, consulting and accounting services\nCharitable / not-for-profit activities']",['Australia']
7092,https://modernslaveryregister.gov.au/statements/7092/,2021-12-22 14:39:24,"['ADAMS GROUP AUS HOLDINGS PTY LIMITED (13 637 089 162), MAVEN DENTAL GROUP PTY LTD (80 131 333 492)']",200-250M,['Healthcare and pharmaceuticals'],['Australia']
7093,https://modernslaveryregister.gov.au/statements/7093/,2022-01-13 08:19:23,"['CANSTRUCT INTERNATIONAL PTY LTD (16 603 088 151), RARD NO 3 PTY LTD (87 618 271 542)']",300-350M,"['Construction, civil engineering and building products\nConsumer services, including accommodation, hospitality, tourism and leisure\nFinancial, insurance and real estate activities\nCharitable / not-for-profit activities\nOther']",['Australia']
7095,https://modernslaveryregister.gov.au/statements/7095/,2022-01-13 09:54:52,"['YOUFOODZ HOLDINGS LIMITED (38 635 434 801), YOUFOODZ PTY LTD (72 160 909 893)']",200-250M,"['Food and beverages, agriculture and fishing']",['Australia']
7097,https://modernslaveryregister.gov.au/statements/7097/,2022-01-13 08:16:01,['BANK AUSTRALIA LIMITED (21 087 651 607)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
7101,https://modernslaveryregister.gov.au/statements/7101/,2022-01-13 10:57:57,['COLIBAN REGION WATER CORPORATION (96 549 082 360)'],150-200M,"['Utilities: gas, water and electricity']",['Australia']
7102,https://modernslaveryregister.gov.au/statements/7102/,2022-01-14 11:23:46,['NICK SCALI LIMITED (82 000 403 896)'],350-400M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
7103,https://modernslaveryregister.gov.au/statements/7103/,2022-01-13 09:43:03,['SCOTTISH PACIFIC GROUP PTY LIMITED (45 164 013 110)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
7104,https://modernslaveryregister.gov.au/statements/7104/,2022-01-13 09:47:07,['HIREUP PTY. LTD. (32 600 120 787)'],150-200M,['Other'],['Australia']
7105,https://modernslaveryregister.gov.au/statements/7105/,2022-01-13 09:46:32,['The Trustee for FIDUCIAN SUPERANNUATION SERVICE (57 929 339 093)'],350-400M,"['Financial, insurance and real estate activities']",['Australia']
7106,https://modernslaveryregister.gov.au/statements/7106/,2022-01-14 11:46:18,['WAGNERS HOLDING COMPANY LTD (49 622 632 848)'],300-350M,"['Construction, civil engineering and building products']",['Australia']
7107,https://modernslaveryregister.gov.au/statements/7107/,2022-01-14 11:30:02,['CITYWIDE SERVICE SOLUTIONS PTY LTD (94 066 960 085)'],300-350M,"['Utilities: gas, water and electricity\nWaste management and recycling\nConstruction, civil engineering and building products']",['Australia']
7110,https://modernslaveryregister.gov.au/statements/7110/,2022-01-14 11:18:07,['MIDWAY LTD (44 005 616 044)'],250-300M,"['Forestry, timber products, paper and containers and packaging']",['Australia']
7113,https://modernslaveryregister.gov.au/statements/7113/,2022-02-01 08:49:28,['PILBARA MINERALS LIMITED (95 112 425 788)'],150-200M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7115,https://modernslaveryregister.gov.au/statements/7115/,2022-01-14 11:37:45,['Ingenia Communities RE Limited (46 154 464 990)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
7117,https://modernslaveryregister.gov.au/statements/7117/,2022-01-14 11:38:33,"['JALCO GROUP PTY. LIMITED (39 075 091 806), JALCO POWDERS PTY LIMITED (59 092 756 888), PACT GROUP HOLDINGS (AUSTRALIA) PTY LTD (15 107 959 900), PACT GROUP HOLDINGS LTD (55 145 989 644), PACT GROUP INDUSTRIES (ANZ) PTY LTD (48 147 260 848), PACT GROUP INDUSTRIES (ASIA) PTY LTD (31 166 188 058), SKYSON PTY. LTD. (62 113 852 823), VIP PLASTIC PACKAGING PTY LTD (98 095 313 705), VIP STEEL PACKAGING PTY LTD (22 095 314 195), VISCOUNT PLASTICS PTY LTD (57 005 647 389)']",1BN+,"['Forestry, timber products, paper and containers and packaging']",['Australia']
7118,https://modernslaveryregister.gov.au/statements/7118/,2022-01-14 11:31:39,['ENGENCO LIMITED (99 120 432 144)'],150-200M,"['Automotive, machinery and heavy electrical equipment\nEducation and research\nOther']",['Australia']
7120,https://modernslaveryregister.gov.au/statements/7120/,2022-01-14 11:25:59,"['AUSTRALIAN OPCO PTY LTD (20 003 279 534), FLIGHT CENTRE TRAVEL GROUP LIMITED (25 003 377 188)']",350-400M,"['Consumer services, including accommodation, hospitality, tourism and leisure\nEducation and research']",['Australia']
7121,https://modernslaveryregister.gov.au/statements/7121/,2022-01-14 11:27:05,['R.C. SADLEIR PTY LIMITED (65 008 667 052)'],Unknown,"['Transportation, logistics, and storage']",['Australia']
7127,https://modernslaveryregister.gov.au/statements/7127/,2022-01-14 11:28:21,['CANVA PTY LTD (80 158 929 938)'],350-400M,['Information technology and telecommunication'],['Australia']
7131,https://modernslaveryregister.gov.au/statements/7131/,2022-01-14 11:25:59,['AUSSIE BROADBAND LIMITED (29 132 090 192)'],100-150M,['Information technology and telecommunication'],['Australia']
7133,https://modernslaveryregister.gov.au/statements/7133/,2022-01-14 11:39:01,['THE TRUSTEE FOR CROSS YARRA TRUST 1 & THE TRUSTEE FOR CROSS YARRA TRUST 2 & THE TRUSTEE FOR CROSS YARRA TRUST 3 & THE TRUSTEE FOR JOHN HOLLAND (CY) TRUST (57 956 065 885)'],0-99M,"['Construction, civil engineering and building products']",['Australia']
7134,https://modernslaveryregister.gov.au/statements/7134/,2022-01-14 13:38:08,['THE REJECT SHOP LIMITED (33 006 122 676)'],700-800M,"['Food and beverages, agriculture and fishing\nDurable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
7136,https://modernslaveryregister.gov.au/statements/7136/,2022-02-01 08:52:58,['HBF HEALTH LIMITED (11 126 884 786)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7138,https://modernslaveryregister.gov.au/statements/7138/,2022-01-10 15:46:07,['Southern Ports Authority (04 434 125 024)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
7140,https://modernslaveryregister.gov.au/statements/7140/,2022-01-14 11:35:35,['GMP PHARMACEUTICALS PTY LIMITED (80 063 353 006)'],250-300M,['Healthcare and pharmaceuticals'],['Australia']
7141,https://modernslaveryregister.gov.au/statements/7141/,2022-01-14 11:31:39,"['DLA PIPER NATIONAL PARTNERSHIP (83 508 451 308), DLA PIPER QUEENSLAND PARTNERSHIP (63 446 756 774)']",600-700M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
7143,https://modernslaveryregister.gov.au/statements/7143/,2022-01-14 11:28:21,"['SALVATION ARMY HOUSING (59 608 346 934), SALVATION ARMY HOUSING (VICTORIA) (85 133 724 651), Salvos Legal (Humanitarian) Limited (36 147 212 940), Salvos Legal Limited (14 147 213 214), THE SALVATION ARMY (AUSTRALIA) REDRESS LIMITED (94 628 594 294), THE SALVATION ARMY COMMUNITY HOUSING SERVICE (47 152 257 728), The Trustee for THE SALVATION ARMY (NSW) PROPERTY TRUST (57 507 607 457), The Trustee for THE SALVATION ARMY (NT) PROPERTY TRUST (65 906 613 779), The Trustee for THE SALVATION ARMY (QLD) PROPERTY TRUST (32 234 126 186), The Trustee for THE SALVATION ARMY (SA) PROPERTY TRUST (13 320 346 330), The Trustee for THE SALVATION ARMY (TASMANIA) PROPERTY TRUST (94 917 169 560), The Trustee for THE SALVATION ARMY (VICTORIA) PROPERTY TRUST (64 472 238 844), The Trustee for THE SALVATION ARMY (WA) PROPERTY TRUST (25 878 329 270)']",1BN+,['Charitable / not-for-profit activities'],['Australia']
7144,https://modernslaveryregister.gov.au/statements/7144/,2022-01-14 11:37:45,"['INVESTA OFFICE MANAGEMENT HOLDINGS PTY LTD (62 126 219 903), THE TRUSTEE FOR INVESTA COMMERCIAL PROPERTY FUND (37 590 412 480)']",600-700M,"['Financial, insurance and real estate activities']",['Australia']
7145,https://modernslaveryregister.gov.au/statements/7145/,2022-01-14 13:41:38,['WARRIGAL CARE (34 002 392 636)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
7146,https://modernslaveryregister.gov.au/statements/7146/,2022-01-14 13:35:28,['HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LIMITED (47 001 407 281)'],1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']","['Australia, United Kingdom']"
7147,https://modernslaveryregister.gov.au/statements/7147/,2022-01-14 11:28:21,['CARSALES.COM LIMITED (91 074 444 018)'],400-450M,"['Automotive, machinery and heavy electrical equipment\nMedia, publishing, arts and entertainment\nInformation technology and telecommunication']",['Australia']
7149,https://modernslaveryregister.gov.au/statements/7149/,2022-01-14 11:28:21,['BINGO INDUSTRIES LIMITED (72 617 748 231)'],500-600M,['Waste management and recycling'],['Australia']
7151,https://modernslaveryregister.gov.au/statements/7151/,2022-02-01 08:49:28,['RG RESTAURANTS PTY. LTD. (52 611 108 911)'],150-200M,"['Food and beverages, agriculture and fishing']",['Australia']
7153,https://modernslaveryregister.gov.au/statements/7153/,2022-01-14 11:28:21,"['Ballestrin Construction Services Pty Ltd (97 114 575 932), INTRACT AUSTRALIA PTY LIMITED (32 164 014 368), MCMAHON SERVICES AUSTRALIA PTY LTD (75 097 072 565)']",450-500M,"['Construction, civil engineering and building products']",['Australia']
7156,https://modernslaveryregister.gov.au/statements/7156/,2022-02-01 08:49:28,['TIGER HOLDCO PTY LTD (71 639 276 412)'],100-150M,"['Food and beverages, agriculture and fishing\nMedia, publishing, arts and entertainment\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
7161,https://modernslaveryregister.gov.au/statements/7161/,2022-01-20 08:06:54,['Sky Network Television Limited'],600-700M,"['Media, publishing, arts and entertainment']",['New Zealand']
